Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,City
Fremont,47.657,-122.353294088,The Indoor Sun Shoppe,47.65072785536846,-122.35498865168898,Flower Shop,Seattle
Fremont,47.657,-122.353294088,Kamonegi,47.653969902767535,-122.34441476035772,Japanese Restaurant,Seattle
Fremont,47.657,-122.353294088,Art of the Table,47.654079501572376,-122.34440822546675,Wine Bar,Seattle
Fremont,47.657,-122.353294088,Outsider Comics and Geek Boutique,47.65295402747859,-122.35567792897284,Comic Shop,Seattle
Fremont,47.657,-122.353294088,Pomerol,47.652658347212736,-122.35649026588749,French Restaurant,Seattle
Fremont,47.657,-122.353294088,Red Star Taco Bar,47.65145460866657,-122.35142214503469,Bar,Seattle
Fremont,47.657,-122.353294088,Shawn O'Donnell's,47.65145795600514,-122.35016470638799,Irish Pub,Seattle
Fremont,47.657,-122.353294088,Ross Park,47.66016803162098,-122.36111194272625,Park,Seattle
Fremont,47.657,-122.353294088,Warby Parker,47.65086,-122.35018,Eye Doctor,Seattle
Fremont,47.657,-122.353294088,Petapoluza Pet Supply & Grooming,47.65293502216357,-122.35673547544188,Pet Store,Seattle
Fremont,47.657,-122.353294088,Fremont Vintage Mall,47.65026560866199,-122.35002650857287,Antique Shop,Seattle
Fremont,47.657,-122.353294088,Kin Len Thai Night Bites,47.651142,-122.35021200000001,Thai Restaurant,Seattle
Fremont,47.657,-122.353294088,Royal Grinders,47.65132639776886,-122.35089512855265,Sandwich Place,Seattle
Fremont,47.657,-122.353294088,Roxy's Diner,47.65201551721048,-122.35277564202988,Diner,Seattle
Fremont,47.657,-122.353294088,Nectar,47.65232787858746,-122.35379400461302,Music Venue,Seattle
Fremont,47.657,-122.353294088,Bar House,47.65164105114406,-122.35216993465183,Bar,Seattle
Fremont,47.657,-122.353294088,Two Smiling Feet,47.6515666094263,-122.35141185943901,Massage Studio,Seattle
Fremont,47.657,-122.353294088,Fremont Fair,47.65057924643098,-122.35375543604707,Fair,Seattle
Fremont,47.657,-122.353294088,PCC Community Markets,47.64984,-122.3509,Organic Grocery,Seattle
Fremont,47.657,-122.353294088,Barrel Thief,47.650717790466835,-122.35142095645139,Cocktail Bar,Seattle
Fremont,47.657,-122.353294088,Schilling Cider House,47.64955772631211,-122.34923217882297,Bar,Seattle
Fremont,47.657,-122.353294088,ha!,47.65898789520365,-122.35008845390746,American Restaurant,Seattle
Fremont,47.657,-122.353294088,The Fremont Troll,47.65054176388453,-122.3475772300058,Outdoor Sculpture,Seattle
Fremont,47.657,-122.353294088,ETG Coffee & Bakery,47.6508538051239,-122.35055374963957,Coffee Shop,Seattle
Fremont,47.657,-122.353294088,Fremont Sunday Market,47.65005474577869,-122.35256908409369,Farmers Market,Seattle
Fremont,47.657,-122.353294088,The Sweet Spot,47.65097592724413,-122.35139068492997,Spa,Seattle
Fremont,47.657,-122.353294088,The Backdoor,47.65233522884996,-122.35275590117699,American Restaurant,Seattle
Fremont,47.657,-122.353294088,PIPE AND ROW,47.6505914301773,-122.35078696444806,Women's Store,Seattle
Fremont,47.657,-122.353294088,Byen Bakeri,47.64933192506496,-122.35695532100026,Bakery,Seattle
Fremont,47.657,-122.353294088,Tutta Bella Neapolitan Pizzeria,47.66041724886298,-122.3424444902906,Pizza Place,Seattle
Fremont,47.657,-122.353294088,Tarsan i Jane,47.656422002729705,-122.36198948535342,Spanish Restaurant,Seattle
Fremont,47.657,-122.353294088,19 Gold,47.651485,-122.35044,Taiwanese Restaurant,Seattle
Fremont,47.657,-122.353294088,Caffe Ladro,47.6520809867419,-122.35325228347413,Coffee Shop,Seattle
Fremont,47.657,-122.353294088,Milstead & Co.,47.649376,-122.347683,Coffee Shop,Seattle
Fremont,47.657,-122.353294088,Portage Bay Goods,47.6504933747333,-122.35027602409455,Gift Shop,Seattle
Fremont,47.657,-122.353294088,Ophelia's Books,47.65066907791336,-122.34993959576944,Bookstore,Seattle
Fremont,47.657,-122.353294088,Russell's,47.6570287203527,-122.34232759866664,Bar,Seattle
Fremont,47.657,-122.353294088,Tandoozy,47.649935746252595,-122.3526820958614,Food Truck,Seattle
Fremont,47.657,-122.353294088,Eve,47.649514707868434,-122.3492896642033,New American Restaurant,Seattle
Fremont,47.657,-122.353294088,High Dive,47.65144588015892,-122.35165796750141,Music Venue,Seattle
Fremont,47.657,-122.353294088,Seattle Meowtropolitan,47.66137631352743,-122.34279925340857,Café,Seattle
Fremont,47.657,-122.353294088,Blue Owl Workshop,47.650293809579814,-122.34964405895902,Boutique,Seattle
Fremont,47.657,-122.353294088,Anytime Fitness,47.64919,-122.34825,Gym / Fitness Center,Seattle
Fremont,47.657,-122.353294088,Evergreens,47.64941888975278,-122.34813966132334,Salad Place,Seattle
Fremont,47.657,-122.353294088,Pel'Meni Dumpling Tzar,47.65106877088491,-122.35035494230382,Dumpling Restaurant,Seattle
Fremont,47.657,-122.353294088,George & Dragon Pub,47.652844496158835,-122.35618789544311,Pub,Seattle
Fremont,47.657,-122.353294088,Simply Desserts,47.65030745306944,-122.34991930219512,Dessert Shop,Seattle
Fremont,47.657,-122.353294088,Hannyatou,47.653903,-122.344272,Sake Bar,Seattle
Fremont,47.657,-122.353294088,Curbside,47.649491411583085,-122.35884578545453,Food Truck,Seattle
Fremont,47.657,-122.353294088,Custom Smoothie,47.65000327408855,-122.35187388435013,Juice Bar,Seattle
Fremont,47.657,-122.353294088,Cafe Turko,47.649240344282745,-122.34701050922803,Turkish Restaurant,Seattle
Fremont,47.657,-122.353294088,Essenza,47.650372,-122.350466,Perfume Shop,Seattle
Fremont,47.657,-122.353294088,MOD Pizza,47.64993920000001,-122.350029,Pizza Place,Seattle
Fremont,47.657,-122.353294088,Pagliacci Pizza,47.65550254761737,-122.34274838542089,Pizza Place,Seattle
Fremont,47.657,-122.353294088,The Masonry,47.64951326543693,-122.3486058831003,Pizza Place,Seattle
Fremont,47.657,-122.353294088,Archie McPhee,47.66143334727806,-122.34174285668928,Toy / Game Store,Seattle
Fremont,47.657,-122.353294088,The Bounty - Stone Way,47.661455130362945,-122.34235234303563,Bar,Seattle
Fremont,47.657,-122.353294088,Seattle Biscuit Company,47.656209999999994,-122.36239599999999,Café,Seattle
Fremont,47.657,-122.353294088,Hale's Palladium,47.65935268820093,-122.3657136670383,Concert Hall,Seattle
Fremont,47.657,-122.353294088,Pho Than Brothers,47.649704264710806,-122.3500004984655,Asian Restaurant,Seattle
Fremont,47.657,-122.353294088,Jive Time Records,47.65063201536299,-122.34990612856453,Record Shop,Seattle
Fremont,47.657,-122.353294088,Sugar Plum Spa,47.655694834234694,-122.34257134398864,Spa,Seattle
Fremont,47.657,-122.353294088,Flying Apron Bakery,47.6510215108968,-122.34986843730466,Bakery,Seattle
Fremont,47.657,-122.353294088,Fremont Canal Steps,47.64888488108312,-122.35137515048287,Park,Seattle
Fremont,47.657,-122.353294088,Triangle Tavern,47.65094994155648,-122.35087278355272,Food,Seattle
Fremont,47.657,-122.353294088,Fremont Oktoberfest,47.65165770210868,-122.35608980897787,Beer Garden,Seattle
Fremont,47.657,-122.353294088,Drunky's Two Shoe BBQ,47.657327711975746,-122.36348858442659,BBQ Joint,Seattle
Fremont,47.657,-122.353294088,El Camion,47.65903752503237,-122.36501112031759,Taco Place,Seattle
Fremont,47.657,-122.353294088,Google Seattle - Junction Coffee Shop,47.649208812225545,-122.3504616360389,Coffee Shop,Seattle
Fremont,47.657,-122.353294088,The Helm,47.652498,-122.356835,Cocktail Bar,Seattle
Fremont,47.657,-122.353294088,El Camino,47.65054377197719,-122.35091284926641,Mexican Restaurant,Seattle
Fremont,47.657,-122.353294088,Woodland Park Rose Garden,47.665587315280874,-122.3497325892187,Garden,Seattle
Fremont,47.657,-122.353294088,Fainting Goat Gelato,47.650173265070634,-122.34988625031335,Ice Cream Shop,Seattle
Fremont,47.657,-122.353294088,Fremont Mischief Distillery,47.651493263940324,-122.35647383218543,Brewery,Seattle
Fremont,47.657,-122.353294088,Dusty Strings,47.649873678923555,-122.34975152454406,Music Store,Seattle
Fremont,47.657,-122.353294088,Off the Wall School of Music,47.66181888390202,-122.34401593598966,Performing Arts Venue,Seattle
Fremont,47.657,-122.353294088,Emerald City Athletics,47.655073749937415,-122.34236507740765,Gym,Seattle
Wallingford,47.6593,-122.333749377,Wallypets,47.66075151243603,-122.33620053241226,Pet Store,Seattle
Wallingford,47.6593,-122.333749377,45th Stop N Shop & Poke Bar,47.661315467574134,-122.33032690941532,Poke Place,Seattle
Wallingford,47.6593,-122.333749377,The Octopus Bar,47.66134057064252,-122.33323118159028,Dive Bar,Seattle
Wallingford,47.6593,-122.333749377,TNT Taqueria,47.66142381419963,-122.33289515954182,Taco Place,Seattle
Wallingford,47.6593,-122.333749377,Trophy Cupcakes,47.66097780292109,-122.33571993532638,Cupcake Shop,Seattle
Wallingford,47.6593,-122.333749377,Pho Than Brothers,47.6613619947598,-122.33088502668579,Asian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Ezell's Famous Chicken,47.66150944254662,-122.33084751714829,Fried Chicken Joint,Seattle
Wallingford,47.6593,-122.333749377,Jhanjay Vegetarian Thai Cuisine,47.66143471477418,-122.3367502400843,Thai Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Fainting Goat Gelato,47.66134581371849,-122.33486356347564,Ice Cream Shop,Seattle
Wallingford,47.6593,-122.333749377,Kabul Afghan Cuisine,47.66126853632811,-122.33121831894209,Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Chocolati Cafe,47.66146821137857,-122.3368123020831,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Molly Moon's Homemade Ice Cream,47.66145786989193,-122.3381155502665,Ice Cream Shop,Seattle
Wallingford,47.6593,-122.333749377,SeaMonster Lounge,47.661475,-122.33235,Lounge,Seattle
Wallingford,47.6593,-122.333749377,The Grizzled Wizard,47.66133440828322,-122.33062762184956,Bar,Seattle
Wallingford,47.6593,-122.333749377,Bottleworks,47.66150243994604,-122.33706076578429,Beer Store,Seattle
Wallingford,47.6593,-122.333749377,Wallingford Playfield,47.65890450733264,-122.33710484037101,Park,Seattle
Wallingford,47.6593,-122.333749377,Issian Stone Grill,47.66144867059646,-122.33829231193816,Japanese Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Dick's Drive-In,47.661054,-122.327774,Burger Joint,Seattle
Wallingford,47.6593,-122.333749377,Murphy's Pub,47.66144147125998,-122.33396610546468,Pub,Seattle
Wallingford,47.6593,-122.333749377,The Sock Monster,47.66134196268696,-122.33459865333485,Clothing Store,Seattle
Wallingford,47.6593,-122.333749377,4649 Yoroshiku Japanese Restaurant,47.661216,-122.334338,Japanese Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Grand Central Bakery,47.661252000000005,-122.33824399999999,Bakery,Seattle
Wallingford,47.6593,-122.333749377,Starbucks,47.66144141915089,-122.33309437014799,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Cubes Baking Co.,47.661227000000004,-122.330506,Bakery,Seattle
Wallingford,47.6593,-122.333749377,Seattle Pops,47.66135163639626,-122.34046520932323,Ice Cream Shop,Seattle
Wallingford,47.6593,-122.333749377,Rancho Bravo Tacos,47.6613862455307,-122.32675549672284,Food Truck,Seattle
Wallingford,47.6593,-122.333749377,Tilth,47.66132619444158,-122.34003979167498,New American Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Fuel Coffee,47.66136226083341,-122.33690553660537,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Musashi's,47.66145154294246,-122.34050115305888,Sushi Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Mr. Gyro's,47.6613613067079,-122.32591498606554,Mediterranean Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Tutta Bella Neapolitan Pizzeria,47.66041724886298,-122.3424444902906,Pizza Place,Seattle
Wallingford,47.6593,-122.333749377,Pam's Kitchen,47.6613609295696,-122.33659245829942,Caribbean Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Archie McPhee,47.66143334727806,-122.34174285668928,Toy / Game Store,Seattle
Wallingford,47.6593,-122.333749377,Comics Dungeon,47.66129081623841,-122.32432582407053,Bookstore,Seattle
Wallingford,47.6593,-122.333749377,Seattle Meowtropolitan,47.66137631352743,-122.34279925340857,Café,Seattle
Wallingford,47.6593,-122.333749377,Irwin’s Neighborhood Bakery and Cafe,47.65542,-122.33283,Café,Seattle
Wallingford,47.6593,-122.333749377,Russell's,47.6570287203527,-122.34232759866664,Bar,Seattle
Wallingford,47.6593,-122.333749377,The Bounty - Stone Way,47.661455130362945,-122.34235234303563,Bar,Seattle
Wallingford,47.6593,-122.333749377,Union Saloon,47.65184,-122.336775,Bar,Seattle
Wallingford,47.6593,-122.333749377,Cantinetta,47.6518908149282,-122.33617923355142,Italian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Chutney's Bistro,47.660725954946756,-122.33591165320036,Indian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Rocking Wok Taiwanese Cuisine,47.65929724696881,-122.34084782544926,Asian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Open Books,47.661553000000005,-122.329471,Bookstore,Seattle
Wallingford,47.6593,-122.333749377,Kate's Pub,47.66128217306181,-122.3245816127638,Bar,Seattle
Wallingford,47.6593,-122.333749377,Wallingford Farmers Market,47.6640451888475,-122.33361813644814,Farmers Market,Seattle
Wallingford,47.6593,-122.333749377,Pharmaca Integrative Pharmacy,47.66127532430979,-122.33586292524372,Pharmacy,Seattle
Wallingford,47.6593,-122.333749377,Meridian Playground,47.66405785964915,-122.33284950256348,Playground,Seattle
Wallingford,47.6593,-122.333749377,A Muddy Cup,47.661465146728716,-122.32529549865247,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Westward,47.651678234909454,-122.32891236313512,Seafood Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Art of the Table,47.654079501572376,-122.34440822546675,Wine Bar,Seattle
Wallingford,47.6593,-122.333749377,Kamonegi,47.653969902767535,-122.34441476035772,Japanese Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Perche No Pasta & Vino,47.66414,-122.34121,Italian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Pagliacci Pizza,47.65550254761737,-122.34274838542089,Pizza Place,Seattle
Wallingford,47.6593,-122.333749377,Sugar Plum Spa,47.655694834234694,-122.34257134398864,Spa,Seattle
Wallingford,47.6593,-122.333749377,Aditi Yoga,47.65839643167216,-122.34208534263563,Yoga Studio,Seattle
Wallingford,47.6593,-122.333749377,Al's Tavern,47.66126582349779,-122.33118813572912,Bar,Seattle
Wallingford,47.6593,-122.333749377,Ivar's Salmon House,47.65352505550945,-122.32383150174478,Seafood Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Off the Wall School of Music,47.66181888390202,-122.34401593598966,Performing Arts Venue,Seattle
Wallingford,47.6593,-122.333749377,Emerald City Athletics,47.655073749937415,-122.34236507740765,Gym,Seattle
Wallingford,47.6593,-122.333749377,Orangetheory Fitness,47.661046999999996,-122.34113899999998,Gym,Seattle
Wallingford,47.6593,-122.333749377,Hannyatou,47.653903,-122.344272,Sake Bar,Seattle
Wallingford,47.6593,-122.333749377,Ivars Fish Bar,47.65385923897839,-122.32393255372739,Seafood Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Mejari Sushi,47.66148225237671,-122.33413698049276,Japanese Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Eltana Wood-Fired Bagel Cafe,47.65433094801291,-122.34251206174598,Bagel Shop,Seattle
Wallingford,47.6593,-122.333749377,Big Blue House,47.66246222181895,-122.32751257114296,Wine Bar,Seattle
Wallingford,47.6593,-122.333749377,The UPS Store,47.6611935,-122.330818,Shipping Store,Seattle
Wallingford,47.6593,-122.333749377,Bar Charlie,47.653403599308085,-122.34263779580694,Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Golden Oldies,47.661186,-122.327059,Record Shop,Seattle
Wallingford,47.6593,-122.333749377,Diva Espresso - Green Lake,47.66275265184277,-122.34190966436697,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Changes in Wallingford,47.661308723535775,-122.33353187198412,Pub,Seattle
Wallingford,47.6593,-122.333749377,Pudge Brothers Pizza,47.66125533563098,-122.32527201806441,Pizza Place,Seattle
Wallingford,47.6593,-122.333749377,Blue Star Cafe & Pub,47.66187203514629,-122.34201080529542,American Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Midnight Cookie Co.,47.65396445296042,-122.34429466037962,Dessert Shop,Seattle
Wallingford,47.6593,-122.333749377,Chase Bank,47.66119,-122.334043,Bank,Seattle
Wallingford,47.6593,-122.333749377,Domino's Pizza,47.66164264115032,-122.33048915863037,Pizza Place,Seattle
Wallingford,47.6593,-122.333749377,Whalemaker Lounge,47.65334621352358,-122.32384602724657,Lounge,Seattle
Wallingford,47.6593,-122.333749377,Kokkaku,47.661518400996115,-122.33208751726882,Asian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Sea Thai,47.66132303697763,-122.33074295898291,Thai Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Silver Tray,47.66138352993067,-122.33362956627357,Thai Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Taco Time,47.66154290263621,-122.3316496152105,Taco Place,Seattle
Wallingford,47.6593,-122.333749377,Redbox,47.664628,-122.327997,Video Store,Seattle
Wallingford,47.6593,-122.333749377,Albertsons,47.6597497884399,-122.32251363181496,Grocery Store,Seattle
Wallingford,47.6593,-122.333749377,Djan's Modern Thai,47.66143055982127,-122.32538400820584,Asian Restaurant,Seattle
Wallingford,47.6593,-122.333749377,CVS pharmacy,47.661567525834506,-122.3333648329589,Pharmacy,Seattle
Wallingford,47.6593,-122.333749377,Mosaic Coffeehouse,47.66047449406778,-122.32757331417861,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Durn Good Grocery,47.65568494838343,-122.33627263589828,Deli / Bodega,Seattle
Wallingford,47.6593,-122.333749377,Dumpling The Noodle,47.661254,-122.336417,Dumpling Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Teriyaki Madness,47.66154403028016,-122.3306058471629,Japanese Restaurant,Seattle
Wallingford,47.6593,-122.333749377,Lama G's,47.6539014029615,-122.34419307709291,Coffee Shop,Seattle
Wallingford,47.6593,-122.333749377,Shell,47.6616146413021,-122.32676054394861,Gas Station,Seattle
Wallingford,47.6593,-122.333749377,Hot Dog Central,47.65822237,-122.3234124,Food Truck,Seattle
Wallingford,47.6593,-122.333749377,M/V Skansonia,47.652724605051134,-122.32635899649534,Boat or Ferry,Seattle
Wallingford,47.6593,-122.333749377,Little Gull Grocery,47.651714,-122.328685,Gourmet Shop,Seattle
Hawthorne Hills,47.6722,-122.27252707,City People Sandpoint True Value,47.66817546761758,-122.27608982041204,Hardware Store,Seattle
Hawthorne Hills,47.6722,-122.27252707,Pagliacci Pizza,47.67419667831313,-122.26493798080658,Pizza Place,Seattle
Hawthorne Hills,47.6722,-122.27252707,Sand Point Grill,47.66825054000523,-122.27670052097315,American Restaurant,Seattle
Hawthorne Hills,47.6722,-122.27252707,Metropolitan Market,47.6682591047753,-122.283810829921,Grocery Store,Seattle
Hawthorne Hills,47.6722,-122.27252707,View Ridge Area,47.67951649270066,-122.27165378219081,Park,Seattle
Hawthorne Hills,47.6722,-122.27252707,Chase Bank,47.668038,-122.274345,Bank,Seattle
Hawthorne Hills,47.6722,-122.27252707,Yummy Cafe,47.66867441692962,-122.28427286942629,Chinese Restaurant,Seattle
Hawthorne Hills,47.6722,-122.27252707,Gretchen's Place,47.66833132985357,-122.27600162833933,Café,Seattle
Hawthorne Hills,47.6722,-122.27252707,The Roost,47.668288,-122.277037,American Restaurant,Seattle
Hawthorne Hills,47.6722,-122.27252707,Windermere Cleaners,47.66813,-122.277018,Dry Cleaner,Seattle
Hawthorne Hills,47.6722,-122.27252707,Windermere Park,47.665726150209295,-122.26675945212301,Beach,Seattle
Hawthorne Hills,47.6722,-122.27252707,Lake Washington Construction Service Inc,47.67928001553023,-122.2685569524765,Construction & Landscaping,Seattle
Hawthorne Hills,47.6722,-122.27252707,Burke-Gilman Playground Park,47.66762307263185,-122.28155635318535,Playground,Seattle
Hawthorne Hills,47.6722,-122.27252707,Athena's Food Truck,47.67479629523944,-122.26126897091918,Greek Restaurant,Seattle
Hawthorne Hills,47.6722,-122.27252707,Bryant Neighborhood Playground,47.675517610002274,-122.28359756080715,Park,Seattle
Hawthorne Hills,47.6722,-122.27252707,Burke Gilman Trail,47.67824917308929,-122.26396412390002,Trail,Seattle
Hawthorne Hills,47.6722,-122.27252707,Metro Bus Stop #10010,47.66852690824216,-122.28408726661158,Bus Station,Seattle
Greenwood,47.6942,-122.35524751,Flying Bike Cooperative Brewery,47.692122768749485,-122.35517491863925,Brewery,Seattle
Greenwood,47.6942,-122.35524751,Shanghai Room,47.692263316648685,-122.35511558854364,Lounge,Seattle
Greenwood,47.6942,-122.35524751,Snapdoodle,47.69112635768305,-122.35704998869059,Bookstore,Seattle
Greenwood,47.6942,-122.35524751,Mud Bay,47.69163524626908,-122.35762291094933,Pet Store,Seattle
Greenwood,47.6942,-122.35524751,FlintCreek Cattle Co.,47.690559633168526,-122.35542071893997,Steakhouse,Seattle
Greenwood,47.6942,-122.35524751,North Star Diner,47.6923012626954,-122.35509140966862,Diner,Seattle
Greenwood,47.6942,-122.35524751,Gainsbourg,47.69142155514444,-122.35514729320126,French Restaurant,Seattle
Greenwood,47.6942,-122.35524751,La Conasupo,47.69106170847363,-122.35521414187436,Mexican Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Greenwood Park,47.69314988016651,-122.3508102401744,Playground,Seattle
Greenwood,47.6942,-122.35524751,Ladywell's Vitality Spa & Sauna,47.691412045398486,-122.35739042430747,Spa,Seattle
Greenwood,47.6942,-122.35524751,Chocolati Greenwood,47.68973167737688,-122.3556025434268,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,The Yard Cafe,47.68955027872185,-122.35549240832096,Bar,Seattle
Greenwood,47.6942,-122.35524751,Monkey Grind Espresso Bar,47.69065857179805,-122.35136264389898,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,The Cozy Nut Tavern,47.69054729248996,-122.3567953099054,Bar,Seattle
Greenwood,47.6942,-122.35524751,Murray's Cheese,47.69088476066397,-122.35922625070627,Cheese Shop,Seattle
Greenwood,47.6942,-122.35524751,Gorditos,47.6905423106435,-122.35573931883447,Mexican Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Coindexter's,47.69159191611602,-122.35507513667616,Arcade,Seattle
Greenwood,47.6942,-122.35524751,Greenwood Space Travel Supply Co.,47.690371184495646,-122.3550960428387,Toy / Game Store,Seattle
Greenwood,47.6942,-122.35524751,Coyle's Bakeshop,47.689236215249444,-122.35517011723962,Bakery,Seattle
Greenwood,47.6942,-122.35524751,Georgia's Greek Restaurant & Deli,47.69033787413085,-122.35946286850836,Greek Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Valhalla Sandwiches,47.68858204789275,-122.35509863221664,Sandwich Place,Seattle
Greenwood,47.6942,-122.35524751,Hummus Cafe,47.69059029580317,-122.35524091090781,Middle Eastern Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Taqueria Tequila,47.69041086631398,-122.36079979248916,Mexican Restaurant,Seattle
Greenwood,47.6942,-122.35524751,The Pocket Theater,47.68957390741138,-122.35510818410013,Theater,Seattle
Greenwood,47.6942,-122.35524751,Urban Light Studios,47.691616293643314,-122.35590854842854,Event Space,Seattle
Greenwood,47.6942,-122.35524751,Dreamstrands Comics and Collectibles,47.6906343647936,-122.35737119790862,Comic Shop,Seattle
Greenwood,47.6942,-122.35524751,The Olive & Grape,47.690844997634954,-122.35514050115624,Mediterranean Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Chuck's Hop Shop,47.69078442791863,-122.36586235507566,Beer Store,Seattle
Greenwood,47.6942,-122.35524751,Razzi's Pizzeria,47.6911066364738,-122.35536215957266,Pizza Place,Seattle
Greenwood,47.6942,-122.35524751,Hazel Salon & Organics,47.6892568436999,-122.35540307168867,Spa,Seattle
Greenwood,47.6942,-122.35524751,"Seattle Fabrics, Inc.",47.692207,-122.343846,Fabric Shop,Seattle
Greenwood,47.6942,-122.35524751,Sandel Playground,47.69488768574753,-122.3585557937622,Playground,Seattle
Greenwood,47.6942,-122.35524751,The Fiber Gallery,47.688970442596435,-122.35524773244776,Arts & Crafts Store,Seattle
Greenwood,47.6942,-122.35524751,The Woodlands Pizza,47.68960179928247,-122.34430178269356,Pizza Place,Seattle
Greenwood,47.6942,-122.35524751,Four Spoons Cafe,47.69077673994059,-122.3673859768689,Breakfast Spot,Seattle
Greenwood,47.6942,-122.35524751,Stacia's Gourmet Pizza and Pasta,47.69050157313432,-122.36102827492348,Pizza Place,Seattle
Greenwood,47.6942,-122.35524751,Starbucks,47.69273887290132,-122.35526083213821,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Hound's Tooth Public House,47.69237673020681,-122.35541477839159,Pub,Seattle
Greenwood,47.6942,-122.35524751,Pete's Eggnest,47.68532260749996,-122.35541488707518,Breakfast Spot,Seattle
Greenwood,47.6942,-122.35524751,Starbucks,47.69170754629118,-122.35887839359094,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Gorgeous George's,47.68538847113131,-122.35545187554405,Mediterranean Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Lantern Brewing,47.698007925018466,-122.34562868666625,Brewery,Seattle
Greenwood,47.6942,-122.35524751,Preserve and Gather,47.69071313728395,-122.36305079953048,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Stage Door Cafe,47.69065433624437,-122.3560001682221,Café,Seattle
Greenwood,47.6942,-122.35524751,Wing Dome,47.68615612348159,-122.35508651522714,Wings Joint,Seattle
Greenwood,47.6942,-122.35524751,Starbucks,47.68943851427227,-122.34504848049845,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Luisa's Mexican Grill,47.70092998838964,-122.36276983931535,Mexican Restaurant,Seattle
Greenwood,47.6942,-122.35524751,The Angry Beaver,47.69026830186801,-122.35509724015354,Sports Bar,Seattle
Greenwood,47.6942,-122.35524751,Kalia Indian Cuisine,47.69097416787738,-122.3551194465666,Indian Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Voff Bark & Brew,47.700611,-122.35568,Beer Bar,Seattle
Greenwood,47.6942,-122.35524751,Makeda & Mingus Café,47.685426214871974,-122.35568676920194,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Couth Buzzard Books,47.68950915071044,-122.35513244773722,Bookstore,Seattle
Greenwood,47.6942,-122.35524751,Snout & Co,47.691099623465966,-122.36592068388994,Food Truck,Seattle
Greenwood,47.6942,-122.35524751,Teachers Lounge,47.69078813521612,-122.3553699574463,Bar,Seattle
Greenwood,47.6942,-122.35524751,Fred Meyer,47.6917176,-122.3601045,Supermarket,Seattle
Greenwood,47.6942,-122.35524751,Diva Espresso,47.686910158926665,-122.35514211920531,Coffee Shop,Seattle
Greenwood,47.6942,-122.35524751,Pagliacci Pizza,47.690556829961494,-122.36725750336872,Pizza Place,Seattle
Greenwood,47.6942,-122.35524751,Jade Restaurant & Lounge,47.693649,-122.34418899999999,Chinese Restaurant,Seattle
Greenwood,47.6942,-122.35524751,American Dance Institute,47.687196053204566,-122.35562015881887,Dance Studio,Seattle
Greenwood,47.6942,-122.35524751,Fushen Chinese Seafood Restaurant,47.69475469353203,-122.34477131590945,Chinese Restaurant,Seattle
Greenwood,47.6942,-122.35524751,Mr and Mrs Wok,47.70173536569486,-122.36161026350649,Asian Restaurant,Seattle
